"id","folder","file","bytes","role","redistrib","note","source_tag","query","url","log","provenance","gallery_path","trim_needed"
"02","02-cafe-split-b","about-02.jpg","218270","general","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:flowers,bouquet","bouquet wrap paper","https://live.staticflickr.com/7486/16078013698_71c543192d_b.jpg","SOURCES-photo-wv","stock-likely","","no"
"02","02-cafe-split-b","about-03.jpg","200592","general","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:flowers,bouquet","loremflickr:flowers,bouquet","","_materials/SOURCES","stock-likely","","no"
"02","02-cafe-split-b","about-04.jpg","211467","general","不明","SOURCESなし。AI生成／後差し替え／未記録の可能性","","","","","unknown-maybe-ai","","no"
"02","02-cafe-split-b","hero.jpg","278548","general","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:flowers,bouquet","flower shop storefront","https://live.staticflickr.com/8282/7802574690_fb4791e370_b.jpg","SOURCES-photo-wv","stock-likely","","no"
"02","02-cafe-split-b","work-01.jpg","108856","card-candidate","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","","seasonal flower bouquet","https://live.staticflickr.com/8297/7851203324_115251d3c9_b.jpg","SOURCES-photo-wv","stock-likely","","yes-if-approved"
"02","02-cafe-split-b","work-02.jpg","141810","card-candidate","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","","flower shop interior","https://live.staticflickr.com/2081/2225440017_098a0eb2fb_b.jpg","SOURCES-photo-wv","stock-likely","","yes-if-approved"
"02","02-cafe-split-b","work-03.jpg","234523","card-candidate","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:flowers,bouquet","hand holding bouquet","https://live.staticflickr.com/782/22593867309_8d519eb89b_b.jpg","SOURCES-photo-wv","stock-likely","","yes-if-approved"
"03","03-cafe-mix-ink-c","about-01.jpg","135519","general","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:cocktail,bar","cocktail glass ice close dark","https://live.staticflickr.com/65535/54549508325_2414767938_b.jpg","SOURCES-photo-wv","stock-likely","","no"
"03","03-cafe-mix-ink-c","about-02.jpg","225519","general","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:cocktail,bar","loremflickr:cocktail,bar","","_materials/SOURCES","stock-likely","","no"
"03","03-cafe-mix-ink-c","about-03.jpg","107591","general","不明","SOURCESなし。AI生成／後差し替え／未記録の可能性","","","","","unknown-maybe-ai","","no"
"03","03-cafe-mix-ink-c","hero.jpg","160794","general","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:cocktail,bar","dark cocktail bar counter night","https://live.staticflickr.com/3808/11038847483_604775666f_b.jpg","SOURCES-photo-wv","stock-likely","","no"
"03","03-cafe-mix-ink-c","work-01.jpg","149922","card-candidate","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:cocktail,bar","bartender hands cocktail dark","https://live.staticflickr.com/4029/4632006544_582e08a14b_b.jpg","SOURCES-photo-wv","stock-likely","","yes-if-approved"
"03","03-cafe-mix-ink-c","work-02.jpg","89190","card-candidate","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:cocktail,bar","dark wood bar interior","https://live.staticflickr.com/5262/13963265712_f25a5e0a7b_b.jpg","SOURCES-photo-wv","stock-likely","","yes-if-approved"
"03","03-cafe-mix-ink-c","work-03.jpg","95167","card-candidate","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","","ice cubes cocktail glass","https://live.staticflickr.com/3120/3165716469_d7c206ffc3_b.jpg","SOURCES-photo-wv","stock-likely","","yes-if-approved"
"04","04-salon-clinic-a","about-01.jpg","52911","general","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:hairsalon,hairdresser","salon chair mirror","https://live.staticflickr.com/3575/3810712411_2c148304e3_b.jpg","SOURCES-photo-wv","stock-likely","","no"
"04","04-salon-clinic-a","about-02.jpg","46009","general","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:hairsalon,hairdresser","hairdresser cutting hair","https://live.staticflickr.com/103/267975094_b1c7cc1d31_b.jpg","SOURCES-photo-wv","stock-likely","","no"
"04","04-salon-clinic-a","about-03.jpg","90145","general","不明","SOURCESなし。AI生成／後差し替え／未記録の可能性","","","","","unknown-maybe-ai","","no"
"04","04-salon-clinic-a","hero.jpg","111011","general","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:hairsalon,hairdresser","hair salon interior","https://live.staticflickr.com/5138/5454012585_f626e7bf05_b.jpg","SOURCES-photo-wv","stock-likely","","no"
"04","04-salon-clinic-a","work-01.jpg","69919","card-candidate","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:hairsalon,hairdresser","hair strands soft light","https://live.staticflickr.com/3090/3162840677_0cd7ec8353_b.jpg","SOURCES-photo-wv","stock-likely","","yes-if-approved"
"04","04-salon-clinic-a","work-02.jpg","151722","card-candidate","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:hairsalon,hairdresser","hair washing sink salon","https://live.staticflickr.com/5180/5577833869_c8b49c7d2d_b.jpg","SOURCES-photo-wv","stock-likely","","yes-if-approved"
"04","04-salon-clinic-a","work-03.jpg","129890","card-candidate","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","","hair scissors comb","https://live.staticflickr.com/167/441199495_0b17478897_b.jpg","SOURCES-photo-wv","stock-likely","","yes-if-approved"
"05","05-salon-sakura-b","about-01.jpg","142637","general","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:dessert,cake","bakery sweets pastel pink cream","https://live.staticflickr.com/8184/8441165296_8342c13239_b.jpg","SOURCES-photo-wv","stock-likely","","no"
"05","05-salon-sakura-b","about-02.jpg","168490","general","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:dessert,cake","cupcake pastel bakery","https://live.staticflickr.com/5020/5394879279_4961cc6bd3_b.jpg","SOURCES-photo-wv","stock-likely","","no"
"05","05-salon-sakura-b","about-03.jpg","173349","general","不明","SOURCESなし。AI生成／後差し替え／未記録の可能性","","","","","unknown-maybe-ai","","no"
"05","05-salon-sakura-b","color-insert.jpg","15628","exclude-color-insert","不明","SOURCESなし。AI生成／後差し替え／未記録の可能性","","","","","unknown-maybe-ai","","no"
"05","05-salon-sakura-b","hero.jpg","192991","general","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:dessert,cake","cream cake afternoon cafe","https://live.staticflickr.com/1239/1323332997_c0e72ec85e_b.jpg","SOURCES-photo-wv","stock-likely","","no"
"05","05-salon-sakura-b","work-01.jpg","184287","card-candidate","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:dessert,cake","slice of cake cream","https://live.staticflickr.com/1267/4673005754_b63cc6e98f_b.jpg","SOURCES-photo-wv","stock-likely","","yes-if-approved"
"05","05-salon-sakura-b","work-02.jpg","128471","card-candidate","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:dessert,cake","packaged sweets gift box","https://live.staticflickr.com/3490/3261041740_4894e3fccb_b.jpg","SOURCES-photo-wv","stock-likely","","yes-if-approved"
"05","05-salon-sakura-b","work-03.jpg","195419","card-candidate","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","","tea and pastry afternoon","https://live.staticflickr.com/8/10100920_846583f229_b.jpg","SOURCES-photo-wv","stock-likely","","yes-if-approved"
"06","06-bakery-brick-a","about-01.jpg","271706","general","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:bakery,bread","loremflickr:bakery,bread","","_materials/SOURCES","stock-likely","","no"
"06","06-bakery-brick-a","about-02.jpg","216736","general","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:bakery,bread","loremflickr:bakery,bread","","_materials/SOURCES","stock-likely","","no"
"06","06-bakery-brick-a","about-03.jpg","289906","general","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:bakery,bread","loremflickr:bakery,bread","","_materials/SOURCES","stock-likely","","no"
"06","06-bakery-brick-a","about-04.jpg","107051","general","不明","SOURCESなし。AI生成／後差し替え／未記録の可能性","","","","","unknown-maybe-ai","","no"
"06","06-bakery-brick-a","hero.jpg","216258","general","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:bakery,bread","loremflickr:bakery,bread","","_materials/SOURCES","stock-likely","","no"
"06","06-bakery-brick-a","work-01.jpg","184798","card-candidate","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:bakery,bread","loremflickr:bakery,bread","","_materials/SOURCES","stock-likely","","yes-if-approved"
"06","06-bakery-brick-a","work-02.jpg","124798","card-candidate","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:bakery,bread","loremflickr:bakery,bread","","_materials/SOURCES","stock-likely","","yes-if-approved"
"06","06-bakery-brick-a","work-03.jpg","154009","card-candidate","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:bakery,bread","bakery display case bread","https://live.staticflickr.com/4556/38592763146_37a6b9b1ee_b.jpg","SOURCES-photo-wv","stock-likely","","yes-if-approved"
"07","07-bakery-cafe-c","about-01.jpg","165829","general","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:ramen,noodles","noodle soup bowl close","https://live.staticflickr.com/4138/4889656313_3728374808_b.jpg","SOURCES-photo-wv","stock-likely","","no"
"07","07-bakery-cafe-c","about-02.jpg","107251","general","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:ramen,noodles","chopsticks noodles","https://live.staticflickr.com/4126/4983313610_f6e9b8694e_b.jpg","SOURCES-photo-wv","stock-likely","","no"
"07","07-bakery-cafe-c","about-03.jpg","76327","general","不明","SOURCESなし。AI生成／後差し替え／未記録の可能性","","","","","unknown-maybe-ai","","no"
"07","07-bakery-cafe-c","hero.jpg","207411","general","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:ramen,noodles","japanese ramen bowl steam","https://live.staticflickr.com/2155/2270553207_16f160ce6d_b.jpg","SOURCES-photo-wv","stock-likely","","no"
"07","07-bakery-cafe-c","work-01.jpg","250929","card-candidate","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:ramen,noodles","gyoza plate japanese","https://live.staticflickr.com/7337/11017830464_5727652b85_b.jpg","SOURCES-photo-wv","stock-likely","","yes-if-approved"
"07","07-bakery-cafe-c","work-02.jpg","156326","card-candidate","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:ramen,noodles","hot noodle broth steam","https://live.staticflickr.com/3136/3009643411_e32bd6e0d8_b.jpg","SOURCES-photo-wv","stock-likely","","yes-if-approved"
"07","07-bakery-cafe-c","work-03.jpg","73007","card-candidate","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","","noren curtain shop","https://live.staticflickr.com/3882/14278721628_1cb1a5e39e_b.jpg","SOURCES-photo-wv","stock-likely","","yes-if-approved"
"08","08-bar-ink-b","about-01.jpg","105419","general","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:hotel,bedroom","japanese guest room sunlight","https://live.staticflickr.com/65535/54209318077_20369605e1_b.jpg","SOURCES-photo-wv","stock-likely","","no"
"08","08-bar-ink-b","about-02.jpg","77903","general","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:hotel,bedroom","loremflickr:hotel,bedroom","","_materials/SOURCES","stock-likely","","no"
"08","08-bar-ink-b","about-03.jpg","165250","general","不明","SOURCESなし。AI生成／後差し替え／未記録の可能性","","","","","unknown-maybe-ai","","no"
"08","08-bar-ink-b","about-04.jpg","176700","general","不明","SOURCESなし。AI生成／後差し替え／未記録の可能性","","","","","unknown-maybe-ai","","no"
"08","08-bar-ink-b","hero.jpg","166809","general","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:hotel,bedroom","japanese ryokan guest room tatami","https://live.staticflickr.com/65535/54380180837_3eebec7e3e_b.jpg","SOURCES-photo-wv","stock-likely","","no"
"08","08-bar-ink-b","work-01.jpg","247297","card-candidate","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:hotel,bedroom","ryokan interior","https://live.staticflickr.com/52/146728527_ceadfe2352_b.jpg","SOURCES-photo-wv","stock-likely","","yes-if-approved"
"08","08-bar-ink-b","work-02.jpg","107456","card-candidate","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","","japanese room interior","https://live.staticflickr.com/8075/8269957080_5e773f0d71_b.jpg","SOURCES-photo-wv","stock-likely","","yes-if-approved"
"08","08-bar-ink-b","work-03.jpg","117579","card-candidate","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","","futon japanese room","https://live.staticflickr.com/3292/3139439086_fd39841d25_b.jpg","SOURCES-photo-wv","stock-likely","","yes-if-approved"
"09","09-bar-brick-a","about-01.jpg","188959","general","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:yoga,meditation","yoga pose indoor morning","https://live.staticflickr.com/65535/49504589953_f2930f2d40_b.jpg","SOURCES-photo-wv","stock-likely","","no"
"09","09-bar-brick-a","about-02.jpg","198385","general","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:yoga,meditation","loremflickr:yoga,meditation","","_materials/SOURCES","stock-likely","","no"
"09","09-bar-brick-a","about-03.jpg","170406","general","不明","SOURCESなし。AI生成／後差し替え／未記録の可能性","","","","","unknown-maybe-ai","","no"
"09","09-bar-brick-a","about-04.jpg","525283","general","不明","SOURCESなし。AI生成／後差し替え／未記録の可能性","","","","","unknown-maybe-ai","","no"
"09","09-bar-brick-a","hero.jpg","166085","general","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:yoga,meditation","empty yoga room morning light","https://live.staticflickr.com/3026/3098487588_538e421054_b.jpg","SOURCES-photo-wv","stock-likely","","no"
"09","09-bar-brick-a","work-01.jpg","177953","card-candidate","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","","yoga mat rolled up","https://live.staticflickr.com/8323/8373088886_2db169ea80_b.jpg","SOURCES-photo-wv","stock-likely","","yes-if-approved"
"09","09-bar-brick-a","work-02.jpg","150993","card-candidate","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:yoga,meditation","sunlight on wooden floor indoor","https://live.staticflickr.com/8621/16629452605_dbb44f1bea_b.jpg","SOURCES-photo-wv","stock-likely","","yes-if-approved"
"09","09-bar-brick-a","work-03.jpg","209080","card-candidate","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:yoga,meditation","indoor plant bright room","https://live.staticflickr.com/171/465852851_a341bac227_b.jpg","SOURCES-photo-wv","stock-likely","","yes-if-approved"
"10","10-clinic-green-a","about-01.jpg","300190","general","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","","japanese bar counter night","https://live.staticflickr.com/4039/4308324028_4e386f34b1_b.jpg","SOURCES-photo-wv","stock-likely","","no"
"10","10-clinic-green-a","about-02.jpg","277177","general","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","","yakitori grill","https://live.staticflickr.com/7276/6971391338_99dc02bba6_b.jpg","SOURCES-photo-wv","stock-likely","","no"
"10","10-clinic-green-a","about-03.jpg","154801","general","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","","sake bottles izakaya","https://live.staticflickr.com/65535/51772829534_bc73c46145_b.jpg","SOURCES-photo-wv","stock-likely","","no"
"10","10-clinic-green-a","hero.jpg","252356","general","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","","japanese paper lantern night","https://live.staticflickr.com/2854/11039998704_d3b2538ab6_b.jpg","SOURCES-photo-wv","stock-likely","","no"
"10","10-clinic-green-a","work-01.jpg","247546","card-candidate","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","","japanese street food night","https://live.staticflickr.com/334/20211279158_813faf242b_b.jpg","SOURCES-photo-wv","stock-likely","","yes-if-approved"
"10","10-clinic-green-a","work-02.jpg","107597","card-candidate","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","","grilled fish japanese","https://live.staticflickr.com/8251/8510673169_449766cea0_b.jpg","SOURCES-photo-wv","stock-likely","","yes-if-approved"
"10","10-clinic-green-a","work-03.jpg","99564","card-candidate","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","","beer glass bar night","https://live.staticflickr.com/4149/4844790848_7af031c1d3_b.jpg","SOURCES-photo-wv","stock-likely","","yes-if-approved"
"11","11-clinic-clinic-b","about-01.jpg","90074","general","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:doctor,clinic","loremflickr:doctor,clinic","","_materials/SOURCES","stock-likely","","no"
"11","11-clinic-clinic-b","about-02.jpg","83252","general","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:doctor,clinic","loremflickr:doctor,clinic","","_materials/SOURCES","stock-likely","","no"
"11","11-clinic-clinic-b","about-03.jpg","110541","general","不明","SOURCESなし。AI生成／後差し替え／未記録の可能性","","","","","unknown-maybe-ai","","no"
"11","11-clinic-clinic-b","hero.jpg","175166","general","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:doctor,clinic","loremflickr:doctor,clinic","","_materials/SOURCES","stock-likely","","no"
"11","11-clinic-clinic-b","work-01.jpg","64541","card-candidate","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:doctor,clinic","loremflickr:doctor,clinic","","_materials/SOURCES","stock-likely","","yes-if-approved"
"11","11-clinic-clinic-b","work-02.jpg","83866","card-candidate","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:doctor,clinic","loremflickr:doctor,clinic","","_materials/SOURCES","stock-likely","","yes-if-approved"
"11","11-clinic-clinic-b","work-03.jpg","131555","card-candidate","不明","SOURCESなし。AI生成／後差し替え／未記録の可能性","","","","","unknown-maybe-ai","","yes-if-approved"
"12","12-florist-sakura-a","about-01.jpg","163159","general","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:dog,pet","happy dog portrait","https://live.staticflickr.com/47/136335411_997f646160_b.jpg","SOURCES-photo-wv","stock-likely","","no"
"12","12-florist-sakura-a","about-02.jpg","179670","general","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:dog,pet","cat soft indoor","https://live.staticflickr.com/2901/33643837501_479131c5a6_b.jpg","SOURCES-photo-wv","stock-likely","","no"
"12","12-florist-sakura-a","about-03.jpg","296022","general","不明","SOURCESなし。AI生成／後差し替え／未記録の可能性","","","","","unknown-maybe-ai","","no"
"12","12-florist-sakura-a","hero.jpg","171928","general","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:dog,pet","dog walking leash park","https://live.staticflickr.com/65535/48396867556_898a7e43a7_b.jpg","SOURCES-photo-wv","stock-likely","","no"
"12","12-florist-sakura-a","work-01.jpg","147267","card-candidate","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","","dog grooming brush","https://live.staticflickr.com/187/457382511_1adfc911f9_b.jpg","SOURCES-photo-wv","stock-likely","","yes-if-approved"
"12","12-florist-sakura-a","work-02.jpg","140063","card-candidate","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:dog,pet","dog leash park green","https://live.staticflickr.com/4218/34386345973_d7346b31af_b.jpg","SOURCES-photo-wv","stock-likely","","yes-if-approved"
"12","12-florist-sakura-a","work-03.jpg","244789","card-candidate","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","","pet food bowl cute","https://live.staticflickr.com/3786/9165612981_33d678471c_b.jpg","SOURCES-photo-wv","stock-likely","","yes-if-approved"
"13","13-florist-green-c","about-01.jpg","156316","general","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:coworking,office","shared office workspace","https://live.staticflickr.com/8544/8706643305_929cee2265_b.jpg","SOURCES-photo-wv","stock-likely","","no"
"13","13-florist-green-c","about-02.jpg","216347","general","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","","meeting table coworking","https://live.staticflickr.com/5050/5356033046_99e0bd61a2_b.jpg","SOURCES-photo-wv","stock-likely","","no"
"13","13-florist-green-c","about-03.jpg","203058","general","不明","SOURCESなし。AI生成／後差し替え／未記録の可能性","","","","","unknown-maybe-ai","","no"
"13","13-florist-green-c","about-04.jpg","162494","general","不明","SOURCESなし。AI生成／後差し替え／未記録の可能性","","","","","unknown-maybe-ai","","no"
"13","13-florist-green-c","hero.jpg","205086","general","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:coworking,office","office desk green plant","https://live.staticflickr.com/3203/3001713700_44727d2bd4_b.jpg","SOURCES-photo-wv","stock-likely","","no"
"13","13-florist-green-c","work-01.jpg","98662","card-candidate","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:coworking,office","indoor plant office","https://live.staticflickr.com/700/20581143849_65c86a26c5_b.jpg","SOURCES-photo-wv","stock-likely","","yes-if-approved"
"13","13-florist-green-c","work-02.jpg","131638","card-candidate","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","","coffee cup coworking","https://live.staticflickr.com/3561/3325575027_dba1c89919_b.jpg","SOURCES-photo-wv","stock-likely","","yes-if-approved"
"13","13-florist-green-c","work-03.jpg","91188","card-candidate","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:coworking,office","bookshelf office calm","https://live.staticflickr.com/18/24041157_b9828e9ac2_b.jpg","SOURCES-photo-wv","stock-likely","","yes-if-approved"
"14","14-ramen-brick-b","about-01.jpg","217221","general","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","","framed paintings white gallery","https://live.staticflickr.com/3382/4625681455_b5e0f0cb42_b.jpg","SOURCES-photo-wv","stock-likely","","no"
"14","14-ramen-brick-b","about-02.jpg","124490","general","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","","gallery hallway white walls","https://live.staticflickr.com/4065/4626448148_6426c95781_b.jpg","SOURCES-photo-wv","stock-likely","","no"
"14","14-ramen-brick-b","about-03.jpg","184523","general","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","","sculpture white gallery room","https://live.staticflickr.com/711/20907829088_670151e041_b.jpg","SOURCES-photo-wv","stock-likely","","no"
"14","14-ramen-brick-b","about-04.jpg","78856","general","不明","SOURCESなし。AI生成／後差し替え／未記録の可能性","","","","","unknown-maybe-ai","","no"
"14","14-ramen-brick-b","color-insert.jpg","15629","exclude-color-insert","不明","SOURCESなし。AI生成／後差し替え／未記録の可能性","","","","","unknown-maybe-ai","","no"
"14","14-ramen-brick-b","hero.jpg","92790","general","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","","white wall art gallery minimal","https://live.staticflickr.com/4045/4418471981_1979a839a8_b.jpg","SOURCES-photo-wv","stock-likely","","no"
"14","14-ramen-brick-b","work-01.jpg","404997","card-candidate","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","","abstract painting framed wall","https://live.staticflickr.com/22/26402459_1820380481_b.jpg","SOURCES-photo-wv","stock-likely","","yes-if-approved"
"14","14-ramen-brick-b","work-02.jpg","100251","card-candidate","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","","photo print white gallery","https://live.staticflickr.com/2463/3961002721_2a1cfed2c1_b.jpg","SOURCES-photo-wv","stock-likely","","yes-if-approved"
"14","14-ramen-brick-b","work-03.jpg","283591","card-candidate","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","","gallery visitor white room","https://live.staticflickr.com/2274/2177566484_b45d3f3629_b.jpg","SOURCES-photo-wv","stock-likely","","yes-if-approved"
"15","15-ramen-ink-a","about-01.jpg","172490","general","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:bakery,bread","loremflickr:bakery,bread","","_materials/SOURCES","stock-likely","","no"
"15","15-ramen-ink-a","about-02.jpg","243963","general","要確認","Flickr由来。写真ごとのライセンス確認が必須（再配布不可が多い）","loremflickr:bakery,bread","fresh bread morning bakery","https://live.staticflickr.com/2322/4511498998_a0d12a3a0e_b.jpg","SOURCES-photo-wv","stock-likely","","no"
